//SeaDataNet ODV PHYSICOCHEMICAL profile - Generated by Nemo 1.7.3 - 2022-05-25 14:53:46+0200
//
//<sdn_reference xlink:href="https://seadata.bsh.de/cgi-csr/XML/xmlDownload_V2.pl?csrref=20213136" xlink:role="isObservedBy" xlink:type="SDN:L23::CSR"/>
//<sdn_reference xlink:href="https://www.seadatanet.org/urnurl/SDN:C17::64PE" xlink:role="isObservedBy" xlink:type="SDN:L23::NVS2CON"/>
//<sdn_reference xlink:href="https://cdi.seadatanet.org/report/edmo/120/496235/v1/xml" xlink:role="isDescribedBy" xlink:type="SDN:L23::CDI" sdn:scope="120:496235" />
//SDN_parameter_mapping
//<subject>SDN:LOCAL:ADEPZZ01</subject><object>SDN:P01::ADEPZZ01</object><units>SDN:P06::ULAA</units>
//<subject>SDN:LOCAL:SampleID</subject><object>SDN:P01::SAMPID01</object><units>SDN:P06::XXXX</units>
//<subject>SDN:LOCAL:TEMPS901</subject><object>SDN:P01::TEMPS901</object><units>SDN:P06::UPAA</units>
//<subject>SDN:LOCAL:POTMCV01</subject><object>SDN:P01::POTMCV01</object><units>SDN:P06::UPAA</units>
//<subject>SDN:LOCAL:CNDCST01</subject><object>SDN:P01::CNDCST01</object><units>SDN:P06::MSCM</units>
//<subject>SDN:LOCAL:PRESPR01</subject><object>SDN:P01::PRESPR01</object><units>SDN:P06::UPDB</units>
//<subject>SDN:LOCAL:PSALST01</subject><object>SDN:P01::PSALST01</object><units>SDN:P06::UUUU</units>
//<subject>SDN:LOCAL:SIGTPR01</subject><object>SDN:P01::SIGTPR01</object><units>SDN:P06::UKMC</units>
//<subject>SDN:LOCAL:FLUOZZZZ</subject><object>SDN:P01::FLUOZZZZ</object><units>SDN:P06::UUUU</units>
//<subject>SDN:LOCAL:ATTNZS01</subject><object>SDN:P01::ATTNZS01</object><units>SDN:P06::UPRM</units>
//<subject>SDN:LOCAL:TURBXXXX</subject><object>SDN:P01::TURBXXXX</object><units>SDN:P06::USTU</units>
//<subject>SDN:LOCAL:SIGTEQST</subject><object>SDN:P01::SIGTEQST</object><units>SDN:P06::UKMC</units>
//<subject>SDN:LOCAL:POTMCV02</subject><object>SDN:P01::POTMCV02</object><units>SDN:P06::UPAA</units>
//<subject>SDN:LOCAL:PSALST02</subject><object>SDN:P01::PSALST02</object><units>SDN:P06::UUUU</units>
//
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	ADEPZZ01 [Metres]	QV:SEADATANET	SampleID:INDEXED_TEXT	QV:SEADATANET	TEMPS901 [Degrees Celsius]	QV:SEADATANET	POTMCV01 [Degrees Celsius]	QV:SEADATANET	CNDCST01 [MilliSiemens per centimetre]	QV:SEADATANET	PRESPR01 [Decibars]	QV:SEADATANET	PSALST01 [Dimensionless]	QV:SEADATANET	SIGTPR01 [Kilograms per cubic metre]	QV:SEADATANET	FLUOZZZZ [Dimensionless]	QV:SEADATANET	ATTNZS01 [per metre]	QV:SEADATANET	TURBXXXX [Nephelometric Turbidity Units]	QV:SEADATANET	SIGTEQST [Kilograms per cubic metre]	QV:SEADATANET	POTMCV02 [Degrees Celsius]	QV:SEADATANET	 [Dimensionless]	QV:SEADATANET
									319	0	iMAR_2021_St00	0	14.8628	0	14.8138	0	43.99618	0	321.673	0	35.9824	0	26.7708	0	0.0305	0	77.3065	0	3.500	0	26.758	0	14.8138	0	35.9800	0
									320	0	iMAR_2021_St00	0	14.8570	0	14.8078	0	43.98937	0	322.682	0	35.9809	0	26.7710	0	0.0294	0	77.3085	0	3.498	0	26.759	0	14.8078	0	35.9787	0
									321	0	iMAR_2021_St00	0	14.8499	0	14.8006	0	43.98169	0	323.691	0	35.9799	0	26.7718	0	0.0303	0	77.3054	0	3.500	0	26.759	0	14.8006	0	35.9778	0
									322	0	iMAR_2021_St00	0	14.8405	0	14.7911	0	43.97064	0	324.700	0	35.9779	0	26.7724	0	0.0312	0	77.3147	0	3.498	0	26.760	0	14.7911	0	35.9759	0
									323	0	iMAR_2021_St00	0	14.8361	0	14.7865	0	43.96536	0	325.710	0	35.9766	0	26.7724	0	0.0327	0	77.3221	0	3.497	0	26.760	0	14.7865	0	35.9747	0
									324	0	iMAR_2021_St00	0	14.8331	0	14.7835	0	43.96223	0	326.719	0	35.9758	0	26.7724	0	0.0303	0	77.3174	0	3.497	0	26.760	0	14.7834	0	35.9741	0
									325	0	iMAR_2021_St00	0	14.8329	0	14.7830	0	43.96238	0	327.728	0	35.9755	0	26.7723	0	0.0323	0	77.3112	0	3.499	0	26.760	0	14.7831	0	35.9741	0
									326	0	iMAR_2021_St00	0	14.8322	0	14.7822	0	43.96178	0	328.737	0	35.9750	0	26.7721	0	0.0321	0	77.2921	0	3.501	0	26.760	0	14.7822	0	35.9737	0
									327	0	iMAR_2021_St00	0	14.8287	0	14.7785	0	43.95824	0	329.746	0	35.9746	0	26.7726	0	0.0374	0	77.2916	0	3.500	0	26.761	0	14.7785	0	35.9734	0
									328	0	iMAR_2021_St00	0	14.8263	0	14.7760	0	43.95581	0	330.756	0	35.9740	0	26.7726	0	0.0378	0	77.3004	0	3.496	0	26.761	0	14.7760	0	35.9729	0
									329	0	iMAR_2021_St00	0	14.8251	0	14.7746	0	43.95473	0	331.765	0	35.9736	0	26.7726	0	0.0379	0	77.2862	0	3.495	0	26.761	0	14.7747	0	35.9726	0
									330	0	iMAR_2021_St00	0	14.8236	0	14.7730	0	43.95353	0	332.774	0	35.9734	0	26.7729	0	0.0372	0	77.3066	0	3.494	0	26.761	0	14.7730	0	35.9725	0
									331	0	iMAR_2021_St00	0	14.8213	0	14.7705	0	43.95117	0	333.783	0	35.9729	0	26.7730	0	0.0373	0	77.3054	0	3.496	0	26.761	0	14.7705	0	35.9720	0
									332	0	iMAR_2021_St00	0	14.8202	0	14.7693	0	43.95031	0	334.792	0	35.9726	0	26.7730	0	0.0382	0	77.2891	0	3.497	0	26.761	0	14.7693	0	35.9718	0
									333	0	iMAR_2021_St00	0	14.8187	0	14.7676	0	43.94875	0	335.802	0	35.9721	0	26.7730	0	0.0339	0	77.2896	0	3.493	0	26.761	0	14.7676	0	35.9714	0
									334	0	iMAR_2021_St00	0	14.8134	0	14.7622	0	43.94327	0	336.811	0	35.9715	0	26.7738	0	0.0334	0	77.2924	0	3.493	0	26.762	0	14.7622	0	35.9708	0
									335	0	iMAR_2021_St00	0	14.8086	0	14.7572	0	43.93811	0	337.820	0	35.9709	0	26.7744	0	0.0337	0	77.3016	0	3.495	0	26.763	0	14.7572	0	35.9701	0
									336	0	iMAR_2021_St00	0	14.8028	0	14.7513	0	43.93127	0	338.829	0	35.9696	0	26.7746	0	0.0290	0	77.2817	0	3.495	0	26.763	0	14.7513	0	35.9687	0
									337	0	iMAR_2021_St00	0	14.8026	0	14.7510	0	43.93111	0	339.839	0	35.9691	0	26.7743	0	0.0283	0	77.2820	0	3.495	0	26.762	0	14.7510	0	35.9684	0
									338	0	iMAR_2021_St00	0	14.8008	0	14.7490	0	43.92966	0	340.848	0	35.9690	0	26.7747	0	0.0302	0	77.3010	0	3.495	0	26.763	0	14.7490	0	35.9683	0
									339	0	iMAR_2021_St00	0	14.7966	0	14.7447	0	43.92495	0	341.857	0	35.9681	0	26.7750	0	0.0314	0	77.2844	0	3.491	0	26.763	0	14.7447	0	35.9674	0
									340	0	iMAR_2021_St00	0	14.7936	0	14.7416	0	43.92177	0	342.866	0	35.9676	0	26.7752	0	0.0342	0	77.3088	0	3.493	0	26.763	0	14.7415	0	35.9668	0
									341	0	iMAR_2021_St00	0	14.7868	0	14.7346	0	43.91451	0	343.876	0	35.9669	0	26.7763	0	0.0341	0	77.3229	0	3.493	0	26.764	0	14.7345	0	35.9661	0
									342	0	iMAR_2021_St00	0	14.7752	0	14.7229	0	43.90122	0	344.885	0	35.9651	0	26.7774	0	0.0293	0	76.8201	0	3.493	0	26.765	0	14.7229	0	35.9641	0
									343	0	iMAR_2021_St00	0	14.7695	0	14.7170	0	43.89467	0	345.894	0	35.9639	0	26.7778	0	0.0289	0	77.2584	0	3.493	0	26.766	0	14.7170	0	35.9630	0
									344	0	iMAR_2021_St00	0	14.7560	0	14.7034	0	43.87943	0	346.904	0	35.9622	0	26.7795	0	0.0293	0	77.3272	0	3.493	0	26.767	0	14.7034	0	35.9610	0
									345	0	iMAR_2021_St00	0	14.7447	0	14.6920	0	43.86557	0	347.913	0	35.9596	0	26.7800	0	0.0332	0	77.3267	0	3.491	0	26.767	0	14.6920	0	35.9583	0
									346	0	iMAR_2021_St00	0	14.7402	0	14.6873	0	43.85970	0	348.922	0	35.9580	0	26.7797	0	0.0304	0	77.3281	0	3.489	0	26.767	0	14.6873	0	35.9567	0
									347	0	iMAR_2021_St00	0	14.7386	0	14.6855	0	43.85798	0	349.931	0	35.9573	0	26.7796	0	0.0335	0	77.3326	0	3.489	0	26.767	0	14.6855	0	35.9562	0
									348	0	iMAR_2021_St00	0	14.7331	0	14.6799	0	43.85250	0	350.941	0	35.9569	0	26.7805	0	0.0333	0	77.3193	0	3.489	0	26.768	0	14.6799	0	35.9557	0
									349	0	iMAR_2021_St00	0	14.7233	0	14.6700	0	43.84088	0	351.950	0	35.9549	0	26.7811	0	0.0341	0	77.3055	0	3.489	0	26.769	0	14.6700	0	35.9537	0
									350	0	iMAR_2021_St00	0	14.7136	0	14.6602	0	43.82960	0	352.959	0	35.9532	0	26.7820	0	0.0354	0	77.3403	0	3.491	0	26.769	0	14.6602	0	35.9519	0
									351	0	iMAR_2021_St00	0	14.6996	0	14.6460	0	43.81343	0	353.969	0	35.9511	0	26.7834	0	0.0372	0	77.3346	0	3.487	0	26.771	0	14.6460	0	35.9495	0
									352	0	iMAR_2021_St00	0	14.6896	0	14.6359	0	43.80171	0	354.978	0	35.9491	0	26.7841	0	0.0318	0	77.3403	0	3.490	0	26.771	0	14.6359	0	35.9476	0
									353	0	iMAR_2021_St00	0	14.6804	0	14.6266	0	43.79091	0	355.987	0	35.9473	0	26.7847	0	0.0292	0	77.3470	0	3.490	0	26.772	0	14.6266	0	35.9457	0
									354	0	iMAR_2021_St00	0	14.6760	0	14.6220	0	43.78593	0	356.997	0	35.9462	0	26.7849	0	0.0292	0	77.3256	0	3.489	0	26.772	0	14.6220	0	35.9448	0
									355	0	iMAR_2021_St00	0	14.6734	0	14.6193	0	43.78329	0	358.006	0	35.9457	0	26.7851	0	0.0289	0	77.2980	0	3.489	0	26.772	0	14.6193	0	35.9443	0
									356	0	iMAR_2021_St00	0	14.6689	0	14.6147	0	43.77843	0	359.015	0	35.9448	0	26.7854	0	0.0339	0	77.3243	0	3.487	0	26.773	0	14.6147	0	35.9436	0
									357	0	iMAR_2021_St00	0	14.6676	0	14.6132	0	43.77699	0	360.025	0	35.9442	0	26.7853	0	0.0302	0	77.3274	0	3.487	0	26.773	0	14.6132	0	35.9431	0
									358	0	iMAR_2021_St00	0	14.6674	0	14.6128	0	43.77700	0	361.034	0	35.9439	0	26.7851	0	0.0286	0	77.3365	0	3.489	0	26.772	0	14.6128	0	35.9429	0
									359	0	iMAR_2021_St00	0	14.6665	0	14.6118	0	43.77656	0	362.043	0	35.9438	0	26.7852	0	0.0325	0	77.3433	0	3.488	0	26.773	0	14.6118	0	35.9429	0
									360	0	iMAR_2021_St00	0	14.6597	0	14.6049	0	43.76950	0	363.053	0	35.9431	0	26.7863	0	0.0298	0	77.3384	0	3.485	0	26.774	0	14.6049	0	35.9422	0
									361	0	iMAR_2021_St00	0	14.6519	0	14.5969	0	43.76045	0	364.062	0	35.9417	0	26.7869	0	0.0309	0	77.3374	0	3.485	0	26.774	0	14.5969	0	35.9407	0
									362	0	iMAR_2021_St00	0	14.6436	0	14.5885	0	43.75138	0	365.071	0	35.9407	0	26.7879	0	0.0299	0	77.3378	0	3.481	0	26.775	0	14.5885	0	35.9396	0
									363	0	iMAR_2021_St00	0	14.6380	0	14.5827	0	43.74484	0	366.081	0	35.9394	0	26.7882	0	0.0315	0	77.3333	0	3.488	0	26.775	0	14.5827	0	35.9383	0
									364	0	iMAR_2021_St00	0	14.6344	0	14.5790	0	43.74096	0	367.090	0	35.9387	0	26.7884	0	0.0335	0	77.3325	0	3.484	0	26.776	0	14.5790	0	35.9377	0
									365	0	iMAR_2021_St00	0	14.6311	0	14.5755	0	43.73738	0	368.100	0	35.9380	0	26.7886	0	0.0311	0	77.3357	0	3.485	0	26.776	0	14.5755	0	35.9370	0
									366	0	iMAR_2021_St00	0	14.6296	0	14.5739	0	43.73603	0	369.109	0	35.9376	0	26.7887	0	0.0319	0	77.3380	0	3.482	0	26.776	0	14.5739	0	35.9367	0
									367	0	iMAR_2021_St00	0	14.6279	0	14.5721	0	43.73444	0	370.118	0	35.9372	0	26.7888	0	0.0303	0	77.3318	0	3.482	0	26.776	0	14.5721	0	35.9364	0
									368	0	iMAR_2021_St00	0	14.6218	0	14.5658	0	43.72828	0	371.128	0	35.9369	0	26.7899	0	0.0351	0	77.3315	0	3.486	0	26.777	0	14.5658	0	35.9360	0
									369	0	iMAR_2021_St00	0	14.5939	0	14.5379	0	43.69800	0	372.137	0	35.9349	0	26.7944	0	0.0349	0	77.3315	0	3.484	0	26.781	0	14.5379	0	35.9334	0
									370	0	iMAR_2021_St00	0	14.5537	0	14.4975	0	43.65336	0	373.147	0	35.9314	0	26.8006	0	0.0318	0	77.3421	0	3.482	0	26.787	0	14.4976	0	35.9291	0
									371	0	iMAR_2021_St00	0	14.5090	0	14.4529	0	43.60161	0	374.156	0	35.9253	0	26.8055	0	0.0293	0	77.3388	0	3.484	0	26.791	0	14.4528	0	35.9222	0
									372	0	iMAR_2021_St00	0	14.4991	0	14.4428	0	43.58957	0	375.165	0	35.9228	0	26.8057	0	0.0287	0	77.3342	0	3.484	0	26.791	0	14.4428	0	35.9199	0
									373	0	iMAR_2021_St00	0	14.4882	0	14.4318	0	43.57698	0	376.175	0	35.9206	0	26.8064	0	0.0316	0	77.3115	0	3.484	0	26.792	0	14.4318	0	35.9179	0
									374	0	iMAR_2021_St00	0	14.4873	0	14.4308	0	43.57610	0	377.184	0	35.9198	0	26.8060	0	0.0328	0	77.3233	0	3.481	0	26.792	0	14.4307	0	35.9175	0
									375	0	iMAR_2021_St00	0	14.4859	0	14.4292	0	43.57536	0	378.194	0	35.9197	0	26.8062	0	0.0329	0	77.3096	0	3.482	0	26.792	0	14.4292	0	35.9176	0
									376	0	iMAR_2021_St00	0	14.4733	0	14.4164	0	43.56295	0	379.203	0	35.9196	0	26.8090	0	0.0356	0	77.3081	0	3.483	0	26.795	0	14.4165	0	35.9175	0
									377	0	iMAR_2021_St00	0	14.4441	0	14.3872	0	43.52928	0	380.213	0	35.9156	0	26.8122	0	0.0294	0	77.3091	0	3.483	0	26.798	0	14.3872	0	35.9130	0
									378	0	iMAR_2021_St00	0	14.4330	0	14.3760	0	43.51662	0	381.222	0	35.9137	0	26.8131	0	0.0296	0	77.3102	0	3.486	0	26.799	0	14.3760	0	35.9111	0
									379	0	iMAR_2021_St00	0	14.4219	0	14.3647	0	43.50319	0	382.232	0	35.9111	0	26.8135	0	0.0327	0	77.3124	0	3.484	0	26.799	0	14.3647	0	35.9085	0
									380	0	iMAR_2021_St00	0	14.4153	0	14.3580	0	43.49630	0	383.241	0	35.9102	0	26.8143	0	0.0348	0	77.3111	0	3.486	0	26.800	0	14.3580	0	35.9079	0
									381	0	iMAR_2021_St00	0	14.4168	0	14.3593	0	43.49821	0	384.250	0	35.9099	0	26.8138	0	0.0336	0	77.3065	0	3.484	0	26.800	0	14.3593	0	35.9078	0
									382	0	iMAR_2021_St00	0	14.4038	0	14.3463	0	43.48429	0	385.260	0	35.9085	0	26.8155	0	0.0340	0	77.3105	0	3.485	0	26.802	0	14.3463	0	35.9065	0
									383	0	iMAR_2021_St00	0	14.3960	0	14.3384	0	43.47532	0	386.269	0	35.9070	0	26.8160	0	0.0336	0	77.3101	0	3.484	0	26.802	0	14.3384	0	35.9050	0
									384	0	iMAR_2021_St00	0	14.3961	0	14.3382	0	43.47510	0	387.279	0	35.9061	0	26.8154	0	0.0332	0	77.3026	0	3.481	0	26.802	0	14.3382	0	35.9044	0
									385	0	iMAR_2021_St00	0	14.3953	0	14.3373	0	43.47527	0	388.288	0	35.9062	0	26.8157	0	0.0340	0	77.3049	0	3.481	0	26.802	0	14.3374	0	35.9048	0
									386	0	iMAR_2021_St00	0	14.3845	0	14.3263	0	43.46419	0	389.298	0	35.9059	0	26.8178	0	0.0338	0	77.2910	0	3.483	0	26.804	0	14.3264	0	35.9042	0
									387	0	iMAR_2021_St00	0	14.3264	0	14.2684	0	43.40093	0	390.307	0	35.9017	0	26.8270	0	0.0307	0	77.3064	0	3.483	0	26.812	0	14.2683	0	35.8989	0
									388	0	iMAR_2021_St00	0	14.3035	0	14.2453	0	43.37180	0	391.317	0	35.8958	0	26.8274	0	0.0311	0	77.3034	0	3.481	0	26.813	0	14.2453	0	35.8928	0
									389	0	iMAR_2021_St00	0	14.3019	0	14.2435	0	43.36939	0	392.326	0	35.8944	0	26.8267	0	0.0339	0	77.3055	0	3.481	0	26.812	0	14.2435	0	35.8917	0
									390	0	iMAR_2021_St00	0	14.3005	0	14.2420	0	43.36793	0	393.336	0	35.8935	0	26.8263	0	0.0320	0	77.3057	0	3.483	0	26.812	0	14.2420	0	35.8911	0
									391	0	iMAR_2021_St00	0	14.3026	0	14.2439	0	43.37048	0	394.345	0	35.8931	0	26.8256	0	0.0305	0	77.3054	0	3.484	0	26.812	0	14.2439	0	35.8912	0
									392	0	iMAR_2021_St00	0	14.3016	0	14.2428	0	43.37002	0	395.355	0	35.8929	0	26.8257	0	0.0302	0	77.3055	0	3.483	0	26.812	0	14.2428	0	35.8912	0
									393	0	iMAR_2021_St00	0	14.3022	0	14.2433	0	43.37114	0	396.364	0	35.8927	0	26.8255	0	0.0341	0	77.3065	0	3.480	0	26.812	0	14.2433	0	35.8913	0
									394	0	iMAR_2021_St00	0	14.3011	0	14.2420	0	43.37041	0	397.374	0	35.8926	0	26.8256	0	0.0357	0	77.3042	0	3.484	0	26.812	0	14.2420	0	35.8913	0
									395	0	iMAR_2021_St00	0	14.2994	0	14.2402	0	43.36902	0	398.383	0	35.8923	0	26.8258	0	0.0341	0	77.3041	0	3.482	0	26.812	0	14.2402	0	35.8911	0
									396	0	iMAR_2021_St00	0	14.2991	0	14.2398	0	43.36902	0	399.393	0	35.8920	0	26.8257	0	0.0310	0	77.3065	0	3.480	0	26.812	0	14.2397	0	35.8909	0
									397	0	iMAR_2021_St00	0	14.2995	0	14.2400	0	43.36983	0	400.403	0	35.8918	0	26.8255	0	0.0328	0	77.3055	0	3.481	0	26.812	0	14.2399	0	35.8909	0
									398	0	iMAR_2021_St00	0	14.2994	0	14.2397	0	43.37009	0	401.412	0	35.8917	0	26.8254	0	0.0309	0	77.3019	0	3.480	0	26.812	0	14.2397	0	35.8909	0
									399	0	iMAR_2021_St00	0	14.2983	0	14.2385	0	43.36928	0	402.422	0	35.8914	0	26.8254	0	0.0327	0	77.2965	0	3.480	0	26.812	0	14.2385	0	35.8907	0
									400	0	iMAR_2021_St00	0	14.2965	0	14.2364	0	43.36798	0	403.431	0	35.8915	0	26.8260	0	0.0323	0	77.3045	0	3.481	0	26.813	0	14.2365	0	35.8908	0
									401	0	iMAR_2021_St00	0	14.2816	0	14.2215	0	43.35142	0	404.441	0	35.8897	0	26.8278	0	0.0318	0	77.3046	0	3.478	0	26.814	0	14.2215	0	35.8888	0
									402	0	iMAR_2021_St00	0	14.2816	0	14.2214	0	43.35117	0	405.450	0	35.8889	0	26.8272	0	0.0360	0	77.3029	0	3.479	0	26.814	0	14.2214	0	35.8881	0
									403	0	iMAR_2021_St00	0	14.2835	0	14.2231	0	43.35352	0	406.460	0	35.8888	0	26.8268	0	0.0356	0	77.3025	0	3.481	0	26.813	0	14.2231	0	35.8882	0
									404	0	iMAR_2021_St00	0	14.2865	0	14.2259	0	43.35776	0	407.469	0	35.8894	0	26.8266	0	0.0358	0	77.3065	0	3.480	0	26.813	0	14.2259	0	35.8889	0
									405	0	iMAR_2021_St00	0	14.2839	0	14.2232	0	43.35503	0	408.479	0	35.8888	0	26.8267	0	0.0355	0	77.3065	0	3.479	0	26.813	0	14.2232	0	35.8883	0
									406	0	iMAR_2021_St00	0	14.2859	0	14.2250	0	43.35787	0	409.489	0	35.8892	0	26.8266	0	0.0381	0	77.2900	0	3.475	0	26.813	0	14.2250	0	35.8888	0
									407	0	iMAR_2021_St00	0	14.2807	0	14.2197	0	43.35242	0	410.498	0	35.8885	0	26.8272	0	0.0366	0	77.2994	0	3.480	0	26.814	0	14.2197	0	35.8880	0
									408	0	iMAR_2021_St00	0	14.2858	0	14.2246	0	43.35805	0	411.508	0	35.8884	0	26.8261	0	0.0320	0	77.2992	0	3.475	0	26.813	0	14.2246	0	35.8881	0
									409	0	iMAR_2021_St00	0	14.2833	0	14.2219	0	43.35640	0	412.517	0	35.8888	0	26.8270	0	0.0324	0	77.3063	0	3.474	0	26.814	0	14.2220	0	35.8885	0
									410	0	iMAR_2021_St00	0	14.2759	0	14.2145	0	43.34793	0	413.527	0	35.8875	0	26.8276	0	0.0326	0	77.3056	0	3.479	0	26.814	0	14.2145	0	35.8871	0
									411	0	iMAR_2021_St00	0	14.2727	0	14.2111	0	43.34529	0	414.537	0	35.8877	0	26.8284	0	0.0332	0	77.3065	0	3.480	0	26.815	0	14.2111	0	35.8872	0
									412	0	iMAR_2021_St00	0	14.2668	0	14.2051	0	43.33835	0	415.546	0	35.8863	0	26.8287	0	0.0332	0	77.2643	0	3.480	0	26.815	0	14.2051	0	35.8858	0
									413	0	iMAR_2021_St00	0	14.2668	0	14.2049	0	43.33547	0	416.556	0	35.8832	0	26.8263	0	0.0322	0	77.2565	0	3.480	0	26.813	0	14.2049	0	35.8827	0
									414	0	iMAR_2021_St00	0	14.2661	0	14.2041	0	43.33812	0	417.566	0	35.8858	0	26.8285	0	0.0339	0	77.2989	0	3.477	0	26.815	0	14.2041	0	35.8854	0
									415	0	iMAR_2021_St00	0	14.2654	0	14.2032	0	43.33770	0	418.575	0	35.8857	0	26.8286	0	0.0384	0	77.3062	0	3.475	0	26.815	0	14.2032	0	35.8853	0
									416	0	iMAR_2021_St00	0	14.2615	0	14.1992	0	43.33384	0	419.585	0	35.8853	0	26.8292	0	0.0395	0	77.3065	0	3.477	0	26.816	0	14.1992	0	35.8849	0
									417	0	iMAR_2021_St00	0	14.2585	0	14.1961	0	43.33038	0	420.594	0	35.8844	0	26.8292	0	0.0395	0	77.3065	0	3.476	0	26.815	0	14.1961	0	35.8840	0
									418	0	iMAR_2021_St00	0	14.2615	0	14.1989	0	43.33431	0	421.604	0	35.8848	0	26.8288	0	0.0386	0	77.3135	0	3.478	0	26.815	0	14.1989	0	35.8844	0
									419	0	iMAR_2021_St00	0	14.2551	0	14.1924	0	43.32756	0	422.614	0	35.8841	0	26.8297	0	0.0394	0	77.3185	0	3.476	0	26.816	0	14.1924	0	35.8837	0
									420	0	iMAR_2021_St00	0	14.2556	0	14.1927	0	43.32845	0	423.623	0	35.8840	0	26.8295	0	0.0369	0	77.3078	0	3.474	0	26.816	0	14.1927	0	35.8836	0
									421	0	iMAR_2021_St00	0	14.2539	0	14.1908	0	43.32680	0	424.633	0	35.8837	0	26.8297	0	0.0343	0	77.3052	0	3.473	0	26.816	0	14.1908	0	35.8833	0
									422	0	iMAR_2021_St00	0	14.2534	0	14.1902	0	43.32638	0	425.643	0	35.8833	0	26.8296	0	0.0319	0	77.2962	0	3.475	0	26.816	0	14.1902	0	35.8830	0
									423	0	iMAR_2021_St00	0	14.2524	0	14.1890	0	43.32588	0	426.652	0	35.8834	0	26.8299	0	0.0277	0	77.2941	0	3.474	0	26.816	0	14.1890	0	35.8830	0
									424	0	iMAR_2021_St00	0	14.2516	0	14.1881	0	43.32521	0	427.662	0	35.8830	0	26.8297	0	0.0251	0	77.2916	0	3.470	0	26.816	0	14.1881	0	35.8827	0
									425	0	iMAR_2021_St00	0	14.2503	0	14.1866	0	43.32399	0	428.672	0	35.8827	0	26.8298	0	0.0253	0	76.8313	0	3.469	0	26.816	0	14.1866	0	35.8824	0
									426	0	iMAR_2021_St00	0	14.2499	0	14.1860	0	43.32389	0	429.681	0	35.8825	0	26.8298	0	0.0285	0	77.2676	0	3.468	0	26.816	0	14.1861	0	35.8823	0
									427	0	iMAR_2021_St00	0	14.2428	0	14.1788	0	43.31677	0	430.691	0	35.8822	0	26.8311	0	0.0324	0	77.2943	0	3.473	0	26.817	0	14.1788	0	35.8818	0
									428	0	iMAR_2021_St00	0	14.2372	0	14.1731	0	43.31032	0	431.701	0	35.8811	0	26.8315	0	0.0383	0	77.3048	0	3.469	0	26.817	0	14.1731	0	35.8806	0
									429	0	iMAR_2021_St00	0	14.2292	0	14.1650	0	43.30163	0	432.710	0	35.8801	0	26.8325	0	0.0380	0	77.3062	0	3.469	0	26.818	0	14.1650	0	35.8796	0
									430	0	iMAR_2021_St00	0	14.2303	0	14.1659	0	43.30296	0	433.720	0	35.8799	0	26.8321	0	0.0364	0	77.3055	0	3.470	0	26.818	0	14.1660	0	35.8793	0
									431	0	iMAR_2021_St00	0	14.2225	0	14.1580	0	43.29515	0	434.730	0	35.8795	0	26.8335	0	0.0307	0	77.3042	0	3.469	0	26.819	0	14.1580	0	35.8789	0
									432	0	iMAR_2021_St00	0	14.2191	0	14.1544	0	43.29096	0	435.740	0	35.8785	0	26.8335	0	0.0346	0	77.2879	0	3.469	0	26.819	0	14.1544	0	35.8778	0
									433	0	iMAR_2021_St00	0	14.2068	0	14.1421	0	43.27762	0	436.749	0	35.8771	0	26.8351	0	0.0360	0	77.3036	0	3.469	0	26.821	0	14.1421	0	35.8763	0
									434	0	iMAR_2021_St00	0	14.2002	0	14.1353	0	43.27039	0	437.759	0	35.8762	0	26.8358	0	0.0372	0	77.2867	0	3.468	0	26.821	0	14.1354	0	35.8753	0
									435	0	iMAR_2021_St00	0	14.1843	0	14.1194	0	43.25290	0	438.769	0	35.8745	0	26.8379	0	0.0379	0	77.2862	0	3.468	0	26.823	0	14.1194	0	35.8734	0
									436	0	iMAR_2021_St00	0	14.1683	0	14.1032	0	43.23522	0	439.778	0	35.8728	0	26.8400	0	0.0338	0	77.3021	0	3.469	0	26.825	0	14.1032	0	35.8714	0
									437	0	iMAR_2021_St00	0	14.1391	0	14.0740	0	43.20291	0	440.788	0	35.8700	0	26.8440	0	0.0335	0	77.2923	0	3.468	0	26.829	0	14.0740	0	35.8680	0
									438	0	iMAR_2021_St00	0	14.1106	0	14.0454	0	43.16959	0	441.798	0	35.8654	0	26.8466	0	0.0339	0	77.3055	0	3.467	0	26.831	0	14.0454	0	35.8630	0
									439	0	iMAR_2021_St00	0	14.1036	0	14.0382	0	43.16113	0	442.808	0	35.8635	0	26.8467	0	0.0356	0	77.3097	0	3.465	0	26.831	0	14.0383	0	35.8613	0
									440	0	iMAR_2021_St00	0	14.0906	0	14.0252	0	43.14740	0	443.817	0	35.8624	0	26.8486	0	0.0383	0	77.3069	0	3.465	0	26.833	0	14.0252	0	35.8601	0
									441	0	iMAR_2021_St00	0	14.0762	0	14.0106	0	43.13043	0	444.827	0	35.8596	0	26.8495	0	0.0348	0	77.3121	0	3.465	0	26.834	0	14.0106	0	35.8573	0
									442	0	iMAR_2021_St00	0	14.0736	0	14.0078	0	43.12806	0	445.837	0	35.8593	0	26.8498	0	0.0330	0	77.3054	0	3.469	0	26.834	0	14.0079	0	35.8571	0
